"","Park","EcoSite","EventYear","Plot","EventPanel","Transect","Quadrat","rownumber","S.obs","S.chao1","se.chao1","S.ACE","se.ACE","simpson","shannon","invD"
"216","WACA","P",2018,"P06","A","C","1",216,19,190,80.6366851997278,NA,NA,0.165165446925627,0.512383188676295,1.19784213089574
"217","WACA","P",2018,"P06","A","C","2",217,27,378,137.696288465386,NA,NA,0.931610603697928,2.92104404442161,14.6221498371336
"218","WACA","P",2018,"P06","A","C","3",218,13,91,45.0642398613991,NA,NA,0.686980609418283,1.68712860299298,3.19469026548673
"219","WACA","P",2018,"P06","A","C","4",219,21,231,93.9402614818201,NA,NA,0.208740740740741,0.640160561130137,1.26380827560382
"220","WACA","P",2018,"P06","A","C","5",220,15,120,56.1540848914841,NA,NA,0.0450455707752867,0.16892360383169,1.04717038781825
"221","WACA","P",2020,"P06","A","A","1",221,12,78,39.8313753407846,NA,NA,0.504852465444564,1.24485423758454,2.01960007919224
"222","WACA","P",2020,"P06","A","A","2",222,10,55,30.0340715612362,NA,NA,0.9,2.30258509299405,10
"223","WACA","P",2020,"P06","A","A","3",223,12,78,39.8313753407846,NA,NA,0.839506172839506,2.10133055318563,6.23076923076923
"224","WACA","P",2020,"P06","A","A","4",224,15,120,56.1540848914841,NA,NA,0.888888888888889,2.37325491438788,9
"225","WACA","P",2020,"P06","A","A","5",225,12,78,39.8313753407846,NA,NA,0.675,1.53755737419266,3.07692307692308
"226","WACA","P",2020,"P06","A","C","1",226,16,136,61.9962048174298,NA,NA,0.750295857988166,1.94303113587505,4.00473933649289
"227","WACA","P",2020,"P06","A","C","2",227,19,190,80.6366851997278,NA,NA,0.909465020576132,2.59539334827579,11.0454545454545
"228","WACA","P",2020,"P06","A","C","3",228,12,78,39.8313753407846,NA,NA,0.8515625,2.12191630087869,6.73684210526316
"229","WACA","P",2020,"P06","A","C","4",229,16,136,61.9962048174298,NA,NA,0.777551020408163,2.02294230595355,4.4954128440367
"230","WACA","P",2020,"P06","A","C","5",230,14,105,50.5077551801041,NA,NA,0.523706287114714,1.32990477264781,2.09954482485652
"231","WACA","P",2022,"P06","A","A","1",231,10,55,30.0340715612362,NA,NA,0.63668234956796,1.41873009903209,2.75241238296804
"232","WACA","P",2022,"P06","A","A","2",232,15,120,56.1540848914841,NA,NA,0.888888888888889,2.37325491438788,9
"233","WACA","P",2022,"P06","A","A","3",233,18,171,74.2430220006532,NA,NA,0.901041666666667,2.52738140898685,10.1052631578947
"234","WACA","P",2022,"P06","A","A","4",234,14,105,50.5077551801041,NA,NA,0.746078023045953,1.9596775655973,3.93821760524877
"235","WACA","P",2022,"P06","A","A","5",235,21,231,93.9402614818201,NA,NA,0.804738210430261,2.03326354989446,5.12132968873997
"236","WACA","P",2022,"P06","A","C","1",236,13,91,45.0642398613991,NA,NA,0.244869918737442,0.683375332438505,1.32427514783682
"237","WACA","P",2022,"P06","A","C","2",237,23,276,107.903988959321,NA,NA,0.886087990487515,2.54778088676578,8.77870563674322
"238","WACA","P",2022,"P06","A","C","3",238,22,253,100.84156751623,NA,NA,0.763282172373081,2.08961448108831,4.22443890274314
"239","WACA","P",2022,"P06","A","C","4",239,20,210,87.2039208380209,NA,NA,0.458961731814918,1.27819744221774,1.84829809424481
"240","WACA","P",2022,"P06","A","C","5",240,20,210,87.2039208380209,NA,NA,0.695943265225154,1.84398279970119,3.28885989235035
"241","WACA","P",2014,"P07","A","A","1",241,8,36,21.202725191719,NA,NA,0.831955922865014,1.8676353167137,5.95081967213115
"242","WACA","P",2014,"P07","A","A","2",242,12,78,39.8313753407846,NA,NA,0.857780612244898,2.14813572807902,7.03139013452915
"243","WACA","P",2014,"P07","A","A","3",243,13,91,45.0642398613991,NA,NA,0.773512437410766,1.77345683058144,4.41525348486194
"244","WACA","P",2014,"P07","A","A","4",244,16,136,61.9962048174298,NA,NA,0.892126257370794,2.41307092587177,9.27009646302251
"245","WACA","P",2014,"P07","A","A","5",245,15,120,56.1540848914841,NA,NA,0.83078231292517,2.19224089440508,5.90954773869347
"246","WACA","P",2014,"P07","A","C","1",246,16,136,61.9962048174298,NA,NA,0.668487518777537,1.44509088460105,3.01647767924896
"247","WACA","P",2014,"P07","A","C","2",247,16,136,61.9962048174298,NA,NA,0.611114724245577,1.56078187881102,2.57145246258048
"248","WACA","P",2014,"P07","A","C","3",248,15,120,56.1540848914841,NA,NA,0.524965311990991,1.28997645102733,2.1051094272531
"249","WACA","P",2014,"P07","A","C","4",249,14,105,50.5077551801041,NA,NA,0.719782707107288,1.80592645868504,3.5686591276252
"250","WACA","P",2014,"P07","A","C","5",250,15,120,56.1540848914841,NA,NA,0.637073336026796,1.4575407734558,2.75537759902323
"251","WACA","P",2016,"P07","A","A","1",251,8,36,21.202725191719,NA,NA,0.759259259259259,1.69586544507746,4.15384615384615
"252","WACA","P",2016,"P07","A","A","2",252,12,78,39.8313753407846,NA,NA,0.630973626809439,1.40359146111994,2.70983342289092
"253","WACA","P",2016,"P07","A","A","3",253,14,105,50.5077551801041,NA,NA,0.703854875283447,1.60395489903368,3.37672281776417
"254","WACA","P",2016,"P07","A","A","4",254,12,78,39.8313753407846,NA,NA,0.769319161160586,1.76253883140441,4.33499377334994
"255","WACA","P",2016,"P07","A","A","5",255,18,171,74.2430220006532,NA,NA,0.801537187516174,1.93273517505656,5.03872734385187
"256","WACA","P",2016,"P07","A","C","1",256,24,300,115.123933219813,NA,NA,0.678424246867293,1.43722152836366,3.10968718959144
"257","WACA","P",2016,"P07","A","C","2",257,22,253,100.84156751623,NA,NA,0.537647656230489,1.25397734536273,2.16285266739886
"258","WACA","P",2016,"P07","A","C","3",258,16,136,61.9962048174298,NA,NA,0.310643340176307,0.765195891628161,1.45062789450059
"259","WACA","P",2016,"P07","A","C","4",259,20,210,87.2039208380209,NA,NA,0.575740699487637,1.38190055735917,2.35704909425046
"260","WACA","P",2016,"P07","A","C","5",260,18,171,74.2430220006532,NA,NA,0.27201,0.728783393806758,1.3736452423797
"261","WACA","P",2018,"P07","A","A","1",261,9,45,25.4911749434976,NA,NA,0.802083333333333,1.8342342284269,5.05263157894737
"262","WACA","P",2018,"P07","A","A","2",262,10,55,30.0340715612362,NA,NA,0.833333333333333,1.96778980627971,6
"263","WACA","P",2018,"P07","A","A","3",263,11,66,34.8179790721212,NA,NA,0.601134215500945,1.43173519600271,2.50710900473934
"264","WACA","P",2018,"P07","A","A","4",264,13,91,45.0642398613991,NA,NA,0.869806094182826,2.22303921033582,7.68085106382979
"265","WACA","P",2018,"P07","A","A","5",265,15,120,56.1540848914841,NA,NA,0.508653825734248,1.29423106679232,2.03522496434283
"266","WACA","P",2018,"P07","A","C","1",266,18,171,74.2430220006532,NA,NA,0.40189349112426,1.08810187035793,1.67194301543332
"267","WACA","P",2018,"P07","A","C","2",267,18,171,74.2430220006532,NA,NA,0.431365560258409,1.10734041836596,1.75859907545248
"268","WACA","P",2018,"P07","A","C","3",268,11,66,34.8179790721212,NA,NA,0.334433028560656,0.796760764998394,1.50247840249256
"269","WACA","P",2018,"P07","A","C","4",269,16,136,61.9962048174298,NA,NA,0.584583603228235,1.49995214229713,2.40722322896034
"270","WACA","P",2018,"P07","A","C","5",270,14,105,50.5077551801041,NA,NA,0.497679840224517,1.12875750441262,1.99076222711619
"271","WACA","P",2020,"P07","A","A","1",271,5,15,10.041580220928,NA,NA,0.8,1.6094379124341,5
"272","WACA","P",2020,"P07","A","A","2",272,6,21,13.4562784071759,NA,NA,0.833333333333333,1.79175946922805,6
"273","WACA","P",2020,"P07","A","A","3",273,12,78,39.8313753407846,NA,NA,0.8515625,2.12191630087869,6.73684210526316
"274","WACA","P",2020,"P07","A","A","4",274,10,55,30.0340715612362,NA,NA,0.842872008324662,2.0468185831473,6.36423841059603
"275","WACA","P",2020,"P07","A","A","5",275,10,55,30.0340715612362,NA,NA,0.722310930468864,1.57156936266606,3.60115002613696
"276","WACA","P",2020,"P07","A","C","1",276,16,136,61.9962048174298,NA,NA,0.911045417898414,2.52472613731569,11.2416918429003
"277","WACA","P",2020,"P07","A","C","2",277,17,153,68.0277721065285,NA,NA,0.817993079584775,2.13195174421691,5.49429657794677
"278","WACA","P",2020,"P07","A","C","3",278,11,66,34.8179790721212,NA,NA,0.7060546875,1.59391764434195,3.40199335548173
"279","WACA","P",2020,"P07","A","C","4",279,17,153,68.0277721065285,NA,NA,0.86734693877551,2.34010995692489,7.53846153846154
"280","WACA","P",2020,"P07","A","C","5",280,13,91,45.0642398613991,NA,NA,0.783564814814815,1.96362080870946,4.62032085561497
"281","WACA","P",2022,"P07","A","A","1",281,13,91,45.0642398613991,NA,NA,0.859504132231405,2.19340976566426,7.11764705882353
"282","WACA","P",2022,"P07","A","A","2",282,11,66,34.8179790721212,NA,NA,0.813223140495868,1.94382088561117,5.35398230088496
"283","WACA","P",2022,"P07","A","A","3",283,14,105,50.5077551801041,NA,NA,0.856345712691425,2.24027330347269,6.96115666810531
"284","WACA","P",2022,"P07","A","A","4",284,16,136,61.9962048174298,NA,NA,0.871014076414823,2.2957731403677,7.75278396436526
"285","WACA","P",2022,"P07","A","A","5",285,17,153,68.0277721065285,NA,NA,0.854449832661703,2.30961819652199,6.87048334115439
"286","WACA","P",2022,"P07","A","C","1",286,20,210,87.2039208380209,NA,NA,0.893545787091574,2.55455719955612,9.39370995923122
"287","WACA","P",2022,"P07","A","C","2",287,18,171,74.2430220006532,NA,NA,0.8,2.07814082519149,5
"288","WACA","P",2022,"P07","A","C","3",288,15,120,56.1540848914841,NA,NA,0.431,1.16407140743795,1.75746924428823
"289","WACA","P",2022,"P07","A","C","4",289,20,210,87.2039208380209,NA,NA,0.708509690354199,1.95642429038546,3.43064577760795
"290","WACA","P",2022,"P07","A","C","5",290,15,120,56.1540848914841,NA,NA,0.472205707491082,1.22856351869716,1.89467755561814
"291","WACA","P",2014,"P08","A","A","1",291,25,325,122.498037660892,NA,NA,0.817066544653836,2.3029968010068,5.46646865718305
"292","WACA","P",2014,"P08","A","A","2",292,16,136,61.9962048174298,NA,NA,0.626816407036187,1.42132711331218,2.67964620860749
"293","WACA","P",2014,"P08","A","A","3",293,9,45,25.4911749434976,NA,NA,0.765927977839335,1.71989080544643,4.27218934911243
"294","WACA","P",2014,"P08","A","A","4",294,10,55,30.0340715612362,NA,NA,0.840513983371126,2.00036821671045,6.27014218009479
"295","WACA","P",2014,"P08","A","A","5",295,10,55,30.0340715612362,NA,NA,0.215370670877008,0.528975103983779,1.27448715321123
"296","WACA","P",2014,"P08","A","C","1",296,8,36,21.202725191719,NA,NA,0.814201183431953,1.80340373919249,5.38216560509554
"297","WACA","P",2014,"P08","A","C","2",297,13,91,45.0642398613991,NA,NA,0.874609781477627,2.25818840562394,7.97510373443983
"298","WACA","P",2014,"P08","A","C","3",298,13,91,45.0642398613991,NA,NA,0.713305898491084,1.6095978394815,3.48803827751196
"299","WACA","P",2014,"P08","A","C","4",299,11,66,34.8179790721212,NA,NA,0.8203125,2.10067892127926,5.56521739130435
"300","WACA","P",2014,"P08","A","C","5",300,10,55,30.0340715612362,NA,NA,0.698649813272048,1.61926373693389,3.31839847473785
"301","WACA","P",2016,"P08","A","A","1",301,19,190,80.6366851997278,NA,NA,0.787148320596636,1.97509246241939,4.69810716459021
"302","WACA","P",2016,"P08","A","A","2",302,17,153,68.0277721065285,NA,NA,0.572159323895109,1.25804028007462,2.33731866989392
"303","WACA","P",2016,"P08","A","A","3",303,8,36,21.202725191719,NA,NA,0.679289940828402,1.35473453938901,3.11808118081181
"304","WACA","P",2016,"P08","A","A","4",304,12,78,39.8313753407846,NA,NA,0.692258790160888,1.52632259360428,3.2494835531543
"305","WACA","P",2016,"P08","A","A","5",305,13,91,45.0642398613991,NA,NA,0.38584650339136,0.863227379407794,1.62825743974757
"306","WACA","P",2016,"P08","A","C","1",306,14,105,50.5077551801041,NA,NA,0.716811490913078,1.60027367123661,3.53121672635756
"307","WACA","P",2016,"P08","A","C","2",307,19,190,80.6366851997278,NA,NA,0.760041623309053,1.99174956808121,4.1673894189072
"308","WACA","P",2016,"P08","A","C","3",308,20,210,87.2039208380209,NA,NA,0.593079566052539,1.19720477624176,2.45748288012765
"309","WACA","P",2016,"P08","A","C","4",309,8,36,21.202725191719,NA,NA,0.811224489795918,1.7964106794083,5.2972972972973
"310","WACA","P",2016,"P08","A","C","5",310,12,78,39.8313753407846,NA,NA,0.566942148760331,1.3344159075552,2.30916030534351
"311","WACA","P",2018,"P08","A","A","1",311,25,325,122.498037660892,NA,NA,0.868696389857668,2.51909236518132,7.6159368269921
"312","WACA","P",2018,"P08","A","A","2",312,14,105,50.5077551801041,NA,NA,0.614507999123384,1.50561284743484,2.59408754974417
"313","WACA","P",2018,"P08","A","A","3",313,10,55,30.0340715612362,NA,NA,0.833333333333333,1.96778980627971,6
"314","WACA","P",2018,"P08","A","A","4",314,10,55,30.0340715612362,NA,NA,0.862395863257684,2.11356031298858,7.26722338204593
"315","WACA","P",2018,"P08","A","A","5",315,15,120,56.1540848914841,NA,NA,0.314740384929582,0.846608163400668,1.45930093939249
"316","WACA","P",2018,"P08","A","C","1",316,12,78,39.8313753407846,NA,NA,0.829334540516071,2.0709352553695,5.85941644562334
"317","WACA","P",2018,"P08","A","C","2",317,18,171,74.2430220006532,NA,NA,0.882414151925078,2.43158448329117,8.50442477876106
"318","WACA","P",2018,"P08","A","C","3",318,16,136,61.9962048174298,NA,NA,0.668411672978392,1.59610236969126,3.01578770574404
"319","WACA","P",2018,"P08","A","C","4",319,6,21,13.4562784071759,NA,NA,0.703125,1.42876912031874,3.36842105263158
"320","WACA","P",2018,"P08","A","C","5",320,8,36,21.202725191719,NA,NA,0.705078125,1.52442757007254,3.39072847682119
"321","WACA","P",2020,"P08","A","A","1",321,16,136,61.9962048174298,NA,NA,0.874089490114464,2.39361073848176,7.94214876033058
"322","WACA","P",2020,"P08","A","A","2",322,14,105,50.5077551801041,NA,NA,0.866782006920415,2.26158913457283,7.50649350649351
"323","WACA","P",2020,"P08","A","A","3",323,6,21,13.4562784071759,NA,NA,0.661157024793388,1.4205719259467,2.95121951219512
"324","WACA","P",2020,"P08","A","A","4",324,9,45,25.4911749434976,NA,NA,0.802083333333333,1.8342342284269,5.05263157894737
"325","WACA","P",2020,"P08","A","A","5",325,12,78,39.8313753407846,NA,NA,0.483,1.11751041823453,1.93423597678917
"326","WACA","P",2020,"P08","A","C","1",326,13,91,45.0642398613991,NA,NA,0.849489795918367,2.18035913710003,6.64406779661017
"327","WACA","P",2020,"P08","A","C","2",327,11,66,34.8179790721212,NA,NA,0.842872008324662,2.0468185831473,6.36423841059603
"328","WACA","P",2020,"P08","A","C","3",328,12,78,39.8313753407846,NA,NA,0.8515625,2.12191630087869,6.73684210526316
"329","WACA","P",2020,"P08","A","C","4",329,3,6,4.28660704987056,NA,NA,0.666666666666667,1.09861228866811,3
"330","WACA","P",2020,"P08","A","C","5",330,5,15,10.041580220928,NA,NA,0.6,1.22752941145721,2.5
"331","WACA","P",2022,"P08","A","A","1",331,22,253,100.84156751623,NA,NA,0.895128985739465,2.57639935526444,9.53552330022919
"332","WACA","P",2022,"P08","A","A","2",332,18,171,74.2430220006532,NA,NA,0.698657009204768,1.73469341895858,3.31847771657486
"333","WACA","P",2022,"P08","A","A","3",333,13,91,45.0642398613991,NA,NA,0.757852528402762,1.87948805929087,4.12971481140754
"334","WACA","P",2022,"P08","A","A","4",334,15,120,56.1540848914841,NA,NA,0.813775510204082,2.09260895904284,5.36986301369863
"335","WACA","P",2022,"P08","A","A","5",335,13,91,45.0642398613991,NA,NA,0.809642372114079,2.06332097798688,5.25326991676576
"336","WACA","P",2022,"P08","A","C","1",336,14,105,50.5077551801041,NA,NA,0.806336774652901,1.94933698866173,5.16360294117647
"337","WACA","P",2022,"P08","A","C","2",337,16,136,61.9962048174298,NA,NA,0.813775510204082,2.09260895904284,5.36986301369863
"338","WACA","P",2022,"P08","A","C","3",338,20,210,87.2039208380209,NA,NA,0.849324906636024,2.31241091749383,6.63679694947569
"339","WACA","P",2022,"P08","A","C","4",339,11,66,34.8179790721212,NA,NA,0.797144556811422,1.93619588468874,4.92961876832844
"340","WACA","P",2022,"P08","A","C","5",340,12,78,39.8313753407846,NA,NA,0.676020408163265,1.62735897830712,3.08661417322835
"341","WACA","P",2014,"P09","A","A","1",341,14,105,50.5077551801041,NA,NA,0.563786008230453,1.43076593989925,2.29245283018868
"342","WACA","P",2014,"P09","A","A","2",342,1,1,0,NA,NA,0,0,1
"343","WACA","P",2014,"P09","A","A","3",343,20,210,87.2039208380209,NA,NA,0.62256,1.6501365568326,2.6494277236117
"344","WACA","P",2014,"P09","A","A","4",344,18,171,74.2430220006532,NA,NA,0.500162249864792,1.29696813320218,2.00064921012768
"345","WACA","P",2014,"P09","A","A","5",345,8,36,21.202725191719,NA,NA,0.789115646258503,1.74664627833083,4.74193548387097
"346","WACA","P",2014,"P09","A","C","1",346,2,3,2.04124145231932,NA,NA,0.244897959183673,0.410116318288409,1.32432432432432
"347","WACA","P",2014,"P09","A","C","2",347,9,45,25.4911749434976,NA,NA,0.75462962962963,1.69807026168451,4.07547169811321
"348","WACA","P",2014,"P09","A","C","3",348,8,36,21.202725191719,NA,NA,0.811224489795918,1.7964106794083,5.2972972972973
"349","WACA","P",2014,"P09","A","C","4",349,7,28,17.1846588560844,NA,NA,0.73356401384083,1.56844195401288,3.75324675324675
"350","WACA","P",2014,"P09","A","C","5",350,13,91,45.0642398613991,NA,NA,0.869806094182826,2.22303921033582,7.68085106382979
"351","WACA","P",2016,"P09","A","A","1",351,14,105,50.5077551801041,NA,NA,0.561620224073542,1.27773516324479,2.28112712975098
"352","WACA","P",2016,"P09","A","A","2",352,1,1,0,NA,NA,0,0,1
"353","WACA","P",2016,"P09","A","A","3",353,16,136,61.9962048174298,NA,NA,0.672995608568533,1.60257940770932,3.05806290741994
"354","WACA","P",2016,"P09","A","A","4",354,19,190,80.6366851997278,NA,NA,0.620307614164855,1.6200488630211,2.63371096526065
"355","WACA","P",2016,"P09","A","A","5",355,9,45,25.4911749434976,NA,NA,0.662587885343429,1.37690076772187,2.9637347225005
"356","WACA","P",2016,"P09","A","C","1",356,2,3,2.04124145231932,NA,NA,0.5,0.693147180559945,2
"357","WACA","P",2016,"P09","A","C","2",357,10,55,30.0340715612362,NA,NA,0.729910111492612,1.5808554426835,3.70247107556063
"358","WACA","P",2016,"P09","A","C","3",358,7,28,17.1846588560844,NA,NA,0.768595041322314,1.62505743308082,4.32142857142857
"359","WACA","P",2016,"P09","A","C","4",359,6,21,13.4562784071759,NA,NA,0.703125,1.42876912031874,3.36842105263158
"360","WACA","P",2016,"P09","A","C","5",360,7,28,17.1846588560844,NA,NA,0.740816326530612,1.59622521736549,3.85826771653543
"361","WACA","P",2018,"P09","A","A","1",361,12,78,39.8313753407846,NA,NA,0.344259451959764,0.895918296340728,1.52499338799259
"362","WACA","P",2018,"P09","A","A","2",362,1,1,0,NA,NA,0,0,1
"363","WACA","P",2018,"P09","A","A","3",363,12,78,39.8313753407846,NA,NA,0.398422090729783,0.989828920653773,1.66229508196721
"364","WACA","P",2018,"P09","A","A","4",364,19,190,80.6366851997278,NA,NA,0.473049186390533,1.31061621125235,1.89771032546715
"365","WACA","P",2018,"P09","A","A","5",365,10,55,30.0340715612362,NA,NA,0.833333333333333,1.96778980627971,6
"366","WACA","P",2018,"P09","A","C","1",366,1,1,0,NA,NA,0,0,1
"367","WACA","P",2018,"P09","A","C","2",367,7,28,17.1846588560844,NA,NA,0.80859375,1.75085293498929,5.22448979591837
"368","WACA","P",2018,"P09","A","C","3",368,8,36,21.202725191719,NA,NA,0.786389413988658,1.73324767479415,4.68141592920354
"369","WACA","P",2018,"P09","A","C","4",369,5,15,10.041580220928,NA,NA,0.666666666666667,1.27464262571977,3
"370","WACA","P",2018,"P09","A","C","5",370,7,28,17.1846588560844,NA,NA,0.822265625,1.78596140039842,5.62637362637363
"371","WACA","P",2020,"P09","A","A","1",371,10,55,30.0340715612362,NA,NA,0.816,1.928809007024,5.43478260869565
"372","WACA","P",2020,"P09","A","A","2",372,1,1,0,NA,NA,0,0,1
"373","WACA","P",2020,"P09","A","A","3",373,12,78,39.8313753407846,NA,NA,0.841983852364475,2.08136412108953,6.32846715328467
"374","WACA","P",2020,"P09","A","A","4",374,14,105,50.5077551801041,NA,NA,0.614507999123384,1.50561284743484,2.59408754974417
"375","WACA","P",2020,"P09","A","A","5",375,7,28,17.1846588560844,NA,NA,0.73356401384083,1.56844195401288,3.75324675324675
"376","WACA","P",2020,"P09","A","C","1",376,1,1,0,NA,NA,0,0,1
